feature,benchmark,rho,p,n,q
interpretability_attention_rank.mean_effective_rank,benchmark_mmlu_elementary_mathematics_acc,-0.05850227794208366,0.6993536148790414,46,0.7877157048945751
interpretability_attention_rank.mean_effective_rank,benchmark_mmlu_high_school_biology_acc,-0.04515452547865109,0.7657209827901138,46,0.8330403071126966
interpretability_attention_rank.mean_effective_rank,benchmark_mmlu_high_school_chemistry_acc,-0.04016783246260339,0.7909779075145514,46,0.8428642134010745
interpretability_attention_rank.mean_effective_rank,benchmark_mmlu_high_school_computer_science_acc,-0.07009750329587489,0.6434284447167083,46,0.7442186599492306
interpretability_attention_rank.mean_effective_rank,benchmark_mmlu_high_school_mathematics_acc,-0.094488696711051,0.5322225776702707,46,0.6285213316267655
interpretability_attention_rank.mean_effective_rank,benchmark_mmlu_high_school_physics_acc,-0.0899500320419121,0.5521854609608917,46,0.6616172064819221
interpretability_attention_rank.mean_effective_rank,benchmark_mmlu_high_school_statistics_acc,-0.0030238519189473624,0.9840877441706665,46,0.9860861008781255
interpretability_attention_rank.mean_effective_rank,benchmark_mmlu_machine_learning_acc,-0.08113528340289719,0.5919397756936109,46,0.6918870540662675
interpretability_attention_rank.mean_effective_rank,benchmark_boolq_acc,-0.6242424242424242,0.053717767217167436,10,0.1628703079095853
interpretability_attention_rank.mean_effective_rank,benchmark_copa_acc,-0.5714312110592608,0.08441186126257023,10,0.3148846959457676
interpretability_attention_rank.mean_effective_rank,benchmark_openbookqa_acc,-0.6443798763008685,0.04431151432143619,10,0.26507068026516784
interpretability_attention_rank.mean_effective_rank,benchmark_sciq_acc,-0.7598819296000807,0.010758005132716318,10,0.057607382323577705
interpretability_attention_rank.mean_effective_rank,benchmark_commonsense_qa_acc,-0.309090909090909,0.38484123026128353,10,0.6487938732146771
interpretability_attention_rank.mean_effective_rank,benchmark_triviaqa_exact_match,-0.7818181818181817,0.0075470077810678785,10,0.08493581638354358
interpretability_attention_rank.mean_effective_rank,benchmark_nq_open_exact_match,-0.7477238187264795,0.012899731006897749,10,0.10319784805518199
interpretability_attention_rank.mean_effective_rank,benchmark_gsm8k_exact_match,-0.2380952380952381,0.5701563208157683,8,0.7920163117608162
interpretability_attention_rank.mean_effective_rank,benchmark_drop_em,0.6123724356957945,0.14381080871160395,7,0.6495944012551362
interpretability_attention_rank.mean_effective_rank,benchmark_truthfulqa_mc2_acc,-0.32121212121212117,0.36546831043867045,10,0.576415577508972
interpretability_attention_rank.mean_effective_rank,benchmark_lambada_openai_acc,-0.6139845991168652,0.058980962369036986,10,0.283792456616236
interpretability_attention_rank.mean_effective_rank,composite_benchmark,-0.18662308436514877,0.21429187771243638,46,0.30182536147936606
interpretability_attention_rank.min_effective_rank,benchmark_arc_challenge_acc,-0.2813059743957773,0.05824563222617593,46,0.10294122821578017
interpretability_attention_rank.min_effective_rank,benchmark_arc_easy_acc,-0.3091307964881664,0.03657897338913356,46,0.07033694931765438
interpretability_attention_rank.min_effective_rank,benchmark_hellaswag_acc,-0.4460627855095824,0.001889839862233058,46,0.005213105431291945
interpretability_attention_rank.min_effective_rank,benchmark_piqa_acc,-0.4375386288215776,0.002359768603988764,46,0.006558900568501089
interpretability_attention_rank.min_effective_rank,benchmark_winogrande_acc,-0.42932976471757567,0.0029070274338092164,46,0.008022659290983449
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_acc,-0.19650078978205665,0.19058216630890565,46,0.2769693112759643
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_humanities_acc,-0.19829052687492085,0.18649414920893848,46,0.27049052196772627
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_formal_logic_acc,-0.1183552530025652,0.4333967881316581,46,0.5519391151990279
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_european_history_acc,-0.043341360254460504,0.7748781336775242,46,0.8379229522459618
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_us_history_acc,-0.11966286982879383,0.4282966150923217,46,0.519211982806778
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_world_history_acc,-0.07049165716608488,0.6415591094559752,46,0.7293619113721895
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_international_law_acc,-0.30203830446243657,0.041343736795586394,46,0.08080980597857934
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_jurisprudence_acc,-0.25626296267087145,0.08560261011867404,46,0.14352180733199707
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_logical_fallacies_acc,-0.19198716884668166,0.20117378344947412,46,0.2912040310922091
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_moral_disputes_acc,-0.29016730071021524,0.050445857107705806,46,0.09195990410407218
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_moral_scenarios_acc,-0.09601136156187837,0.5256052734593529,46,0.6227187275507082
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_philosophy_acc,-0.24804001428487682,0.09649696203321521,46,0.15745374831759
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_prehistory_acc,-0.2608642154227863,0.0799397240462938,46,0.13464501907336582
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_professional_law_acc,-0.17670115068488737,0.240100744169377,46,0.33441741139341846
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_world_religions_acc,-0.25586421507985074,0.0861077290082429,46,0.14110423181450538
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_other_acc,-0.2682754187131282,0.07144112221188577,46,0.11992174259116134
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_business_ethics_acc,-0.11071660136803144,0.463858903069674,46,0.5595393698744747
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_clinical_knowledge_acc,-0.24095793580468883,0.10671209312237225,46,0.1695827895552417
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_college_medicine_acc,-0.1513673755665799,0.3152960615936974,46,0.4190571291363505
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_global_facts_acc,-0.147173331373145,0.3290466100451363,46,0.45815823227237074
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_human_aging_acc,-0.2923442968585434,0.04866509781037503,46,0.08762114901326144
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_management_acc,-0.2763815997859173,0.06298130091884968,46,0.10725892428257854
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_marketing_acc,-0.13681968489478527,0.36456948493217334,46,0.4550489140080914
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_medical_genetics_acc,-0.1845859325448996,0.21942643592216465,46,0.3057097933183116
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_miscellaneous_acc,-0.2710693167335052,0.06842936009446068,46,0.11687350988095972
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_nutrition_acc,-0.24923620854005574,0.09484878686144892,46,0.15238343559498715
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_professional_accounting_acc,-0.20121010408730314,0.17996032363228592,46,0.2734947953746382
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_professional_medicine_acc,-0.09443571051666302,0.5324535798682889,46,0.6247569291873502
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_virology_acc,-0.2687601759442113,0.07091117741154346,46,0.1172761780267834
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_social_sciences_acc,-0.20835008363826105,0.16467685590905418,46,0.24923143202798884
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_econometrics_acc,-0.07368063577930069,0.6265163092126996,46,0.7200997201800055
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_geography_acc,-0.19958638915659146,0.18357351624527596,46,0.27109543510160955
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_government_and_politics_acc,-0.21137108235724691,0.15850272479085184,46,0.2465223230257717
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_macroeconomics_acc,-0.19126090711990215,0.2029159833172821,46,0.2960710255587489
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_microeconomics_acc,-0.15719445746485708,0.2968059272588368,46,0.400304673111088
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_psychology_acc,-0.17467520311252052,0.2456200618205798,46,0.3433045223534299
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_human_sexuality_acc,-0.26009633197480553,0.08086377815297319,46,0.13373624848376334
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_professional_psychology_acc,-0.23952358197235893,0.10887819831904863,46,0.17686658438049901
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_public_relations_acc,-0.2833843321531551,0.056334636018976654,46,0.10019615311404363
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_security_studies_acc,-0.2899910730002336,0.05059228544285693,46,0.09630979338210525
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_sociology_acc,-0.3324999356626668,0.023962796602721714,46,0.04962267511781749
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_us_foreign_policy_acc,-0.2060531254983003,0.1694869030768763,46,0.24729526177484348
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_stem_acc,-0.13164230877274968,0.38316797394850083,46,0.4862774113825592
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_abstract_algebra_acc,-0.06958996272768816,0.6458387450806476,46,0.7602385227921956
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_anatomy_acc,-0.14007038138685554,0.353175651534273,46,0.4585637678002728
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_astronomy_acc,-0.19229582988984356,0.2004365481766722,46,0.2845031392565968
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_college_biology_acc,-0.14034329571070708,0.352229075432655,46,0.4557158480376475
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_college_chemistry_acc,-0.10809809645226398,0.47455986357475655,46,0.5752956223435275
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_college_computer_science_acc,-0.10000618180355166,0.5084396581976223,46,0.6267611975420941
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_college_mathematics_acc,-0.1370472177655224,0.36376483111886443,46,0.4862292804464566
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_college_physics_acc,-0.17247128566135606,0.251721064571322,46,0.359390816800071
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_computer_security_acc,-0.2643770587518227,0.07581762243938972,46,0.12909856301061862
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_conceptual_physics_acc,-0.09649339718835317,0.5235189094162647,46,0.626337680496382
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_electrical_engineering_acc,-0.22168720181296625,0.13869429179079806,46,0.22040332021537692
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_elementary_mathematics_acc,-0.1307851431664755,0.3863003475394735,46,0.5060673011673031
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_biology_acc,-0.07505710224710099,0.620068944008421,46,0.7082349969846184
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_chemistry_acc,-0.11983700890870061,0.4276199642888751,46,0.5334303650088186
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_computer_science_acc,-0.07934057852541074,0.600186538973955,46,0.705424186236378
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_mathematics_acc,-0.17896622031285347,0.23403060754175012,46,0.33026327048845433
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_physics_acc,-0.1659979090124524,0.2702272554142632,46,0.38656775676678357
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_high_school_statistics_acc,-0.10960511289919452,0.46838526475298514,46,0.6147031032934149
interpretability_attention_rank.min_effective_rank,benchmark_mmlu_machine_learning_acc,-0.10569532581991885,0.4844931614393866,46,0.5892920149953271
interpretability_attention_rank.min_effective_rank,benchmark_boolq_acc,-0.34545454545454546,0.3282265114713672,10,0.5164511934051844
interpretability_attention_rank.min_effective_rank,benchmark_copa_acc,-0.6322217654272672,0.04984609950967957,10,0.28491670478921793
interpretability_attention_rank.min_effective_rank,benchmark_openbookqa_acc,-0.5835893219328621,0.07653771742823344,10,0.3098844169045549
interpretability_attention_rank.min_effective_rank,benchmark_sciq_acc,-0.5227987675648555,0.12102739408380088,10,0.27806986045551485
interpretability_attention_rank.min_effective_rank,benchmark_commonsense_qa_acc,-0.17575757575757575,0.6271883447764846,10,0.8102199629019178
interpretability_attention_rank.min_effective_rank,benchmark_triviaqa_exact_match,-0.49090909090909085,0.1496556734208368,10,0.3694102868083109
interpretability_attention_rank.min_effective_rank,benchmark_nq_open_exact_match,-0.4559291577600484,0.18539676445371597,10,0.4593412373032366
interpretability_attention_rank.min_effective_rank,benchmark_gsm8k_exact_match,-0.023809523809523815,0.9553740118158806,8,0.9729575825854979
interpretability_attention_rank.min_effective_rank,benchmark_drop_em,0.408248290463863,0.3632174676491228,7,0.703138188102092
interpretability_attention_rank.min_effective_rank,benchmark_truthfulqa_mc2_acc,-0.19999999999999998,0.5795840000000002,10,0.7302538444022774
interpretability_attention_rank.min_effective_rank,benchmark_lambada_openai_acc,-0.35258521533443743,0.31766237942092496,10,0.6009339599301828
interpretability_attention_rank.min_effective_rank,composite_benchmark,-0.23499650093609148,0.11593531633512953,46,0.18147476711130556
interpretability_attention_rank.max_effective_rank,benchmark_arc_challenge_acc,0.27541955429062975,0.06394139132065631,46,0.11076103567630274
interpretability_attention_rank.max_effective_rank,benchmark_arc_easy_acc,0.2649844319664634,0.07512219949821144,46,0.12783068452062243
interpretability_attention_rank.max_effective_rank,benchmark_hellaswag_acc,0.22863842163739798,0.12642573409129781,46,0.18520483290729198
interpretability_attention_rank.max_effective_rank,benchmark_piqa_acc,0.1644968251788627,0.27464396332108965,46,0.36837566456461746
interpretability_attention_rank.max_effective_rank,benchmark_winogrande_acc,0.20488061065506885,0.17198110327261526,46,0.24411298348015875
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_acc,0.4854860291371596,0.0006262893639217567,46,0.002080988750121837
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_humanities_acc,0.44686431681794975,0.0018502437035166639,46,0.0053885583556600855
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_formal_logic_acc,0.4592642918585543,0.001324670222799999,46,0.004483027466975923
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_european_history_acc,0.502870019878722,0.00036844210457244865,46,0.0012825294211545712
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_us_history_acc,0.4441838318530103,0.0019856196711670634,46,0.006098688990013123
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_world_history_acc,0.39995680650182663,0.005887722550620359,46,0.01611956997941379
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_international_law_acc,0.41136159485776924,0.004509476316616238,46,0.012231608059204214
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_jurisprudence_acc,0.4197882855513714,0.0036810937430605834,46,0.009785016458826496
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_logical_fallacies_acc,0.4441495926931622,0.001987404192212134,46,0.006053301935446125
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_moral_disputes_acc,0.38044551690430667,0.00910241924796086,46,0.020664187795836612
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_moral_scenarios_acc,0.41275230631728543,0.004362453168149203,46,0.01275581306366827
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_philosophy_acc,0.4415884966674895,0.002124981728253945,46,0.005817833870238329
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_prehistory_acc,0.43245911837972145,0.0026864623355896426,46,0.007193421125699739
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_professional_law_acc,0.4600339456333242,0.001296942705667948,46,0.003985497731825236
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_world_religions_acc,0.44464671482378465,0.0019616334516666173,46,0.0050669754528915095
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_other_acc,0.44748127707864,0.0018202682900223966,46,0.00523864614175737
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_business_ethics_acc,0.492422624634936,0.0005085114110223797,46,0.0017957576881998045
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_clinical_knowledge_acc,0.4371259407275516,0.0023849346537876525,46,0.0065788197430897135
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_college_medicine_acc,0.4626635398666996,0.0012060674159140206,46,0.0039535214396105335
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_global_facts_acc,0.4100372132183197,0.0046534961214491095,46,0.014233078095310873
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_human_aging_acc,0.4204892656734414,0.0036186253840064,46,0.00946612352890291
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_management_acc,0.4638271746327445,0.00116769837168783,46,0.0037274563742524178
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_marketing_acc,0.4689380668734597,0.0010117520604953755,46,0.003258109058247222
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_medical_genetics_acc,0.4540684346575376,0.001526072260606938,46,0.004914356046271682
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_miscellaneous_acc,0.42255129783661766,0.0034402275221872003,46,0.00870175196788527
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_nutrition_acc,0.4348563899577757,0.0025276171328484855,46,0.006694522188812474
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_professional_accounting_acc,0.4720713528128145,0.0009256135423162874,46,0.0031916202803453117
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_professional_medicine_acc,0.42319440234486055,0.003386192778691786,46,0.010669426384584896
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_virology_acc,0.4436140421692811,0.0020155021954311007,46,0.005338159800217879
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_social_sciences_acc,0.4598821783185141,0.001302368992156865,46,0.004212529793215346
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_econometrics_acc,0.5158213747239705,0.00024353093852211248,46,0.0009408787918091139
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_geography_acc,0.44299071209414015,0.002048648178822065,46,0.0060945125927160245
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_government_and_politics_acc,0.4191249074302641,0.003741080624999736,46,0.010895338393923534
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_macroeconomics_acc,0.5057379226075922,0.00033664106672230394,46,0.0012243015909154437
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_microeconomics_acc,0.49023239172654864,0.0005433437468150325,46,0.0019004032484296112
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_psychology_acc,0.44460556478762014,0.0019637553679554267,46,0.0061085326552145405
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_human_sexuality_acc,0.40755604139092994,0.004934158801538885,46,0.011903861663118565
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_professional_psychology_acc,0.4108465080692884,0.004565019514749855,46,0.01191796166172194
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_public_relations_acc,0.3872403340307634,0.007843601070956559,46,0.018495717364094336
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_security_studies_acc,0.4375057869471498,0.0023617626986725906,46,0.007506297968389843
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_sociology_acc,0.3795476287794598,0.00928112537112905,46,0.021135522262602294
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_us_foreign_policy_acc,0.40308743488915005,0.005477046674770023,46,0.014248117862124153
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_stem_acc,0.5063240529314634,0.00033045515691385225,46,0.0012324628556327857
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_abstract_algebra_acc,0.5079240907076391,0.0003140876767865367,46,0.0012277972819837344
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_anatomy_acc,0.42986299679091583,0.0028683526949407835,46,0.008700273112040302
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_astronomy_acc,0.4834300172796841,0.000665621086901719,46,0.002211677338750712
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_college_biology_acc,0.4654651027274787,0.0011155348913685006,46,0.0038647204056415823
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_college_chemistry_acc,0.4193220510487525,0.0037231647252852543,46,0.011108707812993963
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_college_computer_science_acc,0.5151909096384275,0.0002485848906276659,46,0.0009614579632212898
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_college_mathematics_acc,0.4101503850968144,0.004641034117526665,46,0.0140522101683426
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_college_physics_acc,0.5024075799545719,0.00037381630171317074,46,0.0015265905952644013
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_computer_security_acc,0.416110984609678,0.0040245488346940025,46,0.010203703321416893
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_conceptual_physics_acc,0.5213232127437661,0.0002032188019276013,46,0.0007540758589293226
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_electrical_engineering_acc,0.5166167805711964,0.00023728753688373165,46,0.0009376064295243667
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_elementary_mathematics_acc,0.5177937790444833,0.0002283145198247342,46,0.0009429260677507384
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_biology_acc,0.47355917922019325,0.0008870561871129026,46,0.003119044231484468
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_chemistry_acc,0.5202752786213792,0.00021039552066840755,46,0.0008738586682307155
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_computer_science_acc,0.4564224508842781,0.0014316795968712455,46,0.004550251240490784
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_mathematics_acc,0.5468885422724401,8.404995223293014e-05,46,0.0003614147946015996
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_physics_acc,0.49805603554677863,0.00042795976831858676,46,0.001596115258371872
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_high_school_statistics_acc,0.47276152322510434,0.000907545111874778,46,0.0038570667254678066
interpretability_attention_rank.max_effective_rank,benchmark_mmlu_machine_learning_acc,0.4274648992242236,0.0030459207157589895,46,0.009088032829468658
interpretability_attention_rank.max_effective_rank,benchmark_boolq_acc,-0.5951368255656533,0.0695150101530112,10,0.1981028615519289
interpretability_attention_rank.max_effective_rank,benchmark_copa_acc,-0.08615751684814253,0.8129232435897066,10,0.9416548743607008
interpretability_attention_rank.max_effective_rank,benchmark_openbookqa_acc,-0.1476986003111015,0.683865721304576,10,0.8679423126679576
interpretability_attention_rank.max_effective_rank,benchmark_sciq_acc,-0.6769519180925485,0.03154856806658004,10,0.1191946715105837
interpretability_attention_rank.max_effective_rank,benchmark_commonsense_qa_acc,-0.1043023302537743,0.7743046543540669,10,0.8941542109648922
interpretability_attention_rank.max_effective_rank,benchmark_triviaqa_exact_match,-0.49696992650327754,0.1439265465980045,10,0.36476040817204197
interpretability_attention_rank.max_effective_rank,benchmark_nq_open_exact_match,-0.4000170425092332,0.2520499042430468,10,0.5056227686325773
interpretability_attention_rank.max_effective_rank,benchmark_gsm8k_exact_match,-0.21957751641341997,0.6013342104769552,8,0.8220460283741525
interpretability_attention_rank.max_effective_rank,benchmark_drop_em,0.21182963643408084,0.6484004847141032,7,0.7791587763406603
interpretability_attention_rank.max_effective_rank,benchmark_truthfulqa_mc2_acc,-0.251552678847338,0.4832468868738942,10,0.669887125019344
interpretability_attention_rank.max_effective_rank,benchmark_lambada_openai_acc,-0.33847595904627426,0.33873845453496265,10,0.6179184994813605
interpretability_attention_rank.max_effective_rank,composite_benchmark,0.4472069105948025,0.0018335449709413966,46,0.005382816762080968
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_arc_challenge_acc,-0.2798988471369843,0.05956871042583946,46,0.10402749558960134
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_arc_easy_acc,-0.2824806489763358,0.05715926335182433,46,0.10266196931249039
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_hellaswag_acc,-0.44492413963241645,0.001947380875792943,46,0.005351636918062562
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_piqa_acc,-0.4444238869249035,0.0019731479786027177,46,0.00573503439572808
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_winogrande_acc,-0.4267209506934743,0.003102938614414597,46,0.008400918989396558
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_acc,-0.17133869931359402,0.25489570510546866,46,0.3502420308874015
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_humanities_acc,-0.175594412147517,0.2431052961833064,46,0.3340412998308214
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_formal_logic_acc,-0.11427162169084712,0.4495408283757868,46,0.5675550009373059
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_high_school_european_history_acc,-0.06639107178150729,0.6611120979047792,46,0.7469442713576409
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_high_school_us_history_acc,-0.12699393928558536,0.40033464880648134,46,0.4985428079685483
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_high_school_world_history_acc,-0.07741895865347137,0.6090716476267256,46,0.7011517707324983
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_international_law_acc,-0.24203712741824004,0.10510419319289896,46,0.17265430387417785
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_jurisprudence_acc,-0.21060117871557996,0.1600598937902244,46,0.2358947225013186
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_logical_fallacies_acc,-0.1720649104011611,0.25285705785188345,46,0.34891056601960946
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_moral_disputes_acc,-0.26771945434063626,0.07205276385951159,46,0.12375672538453326
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_moral_scenarios_acc,-0.10977417109450828,0.4676952833709906,46,0.5844424364733546
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_philosophy_acc,-0.22499846835175133,0.13274409854718833,46,0.20514997048201833
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_prehistory_acc,-0.22146823623069484,0.1390946405725767,46,0.21227177924541454
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_professional_law_acc,-0.15222821961839653,0.3125194705990104,46,0.41436749298875764
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_world_religions_acc,-0.23719926693788904,0.11245935603705151,46,0.17641156494224175
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_other_acc,-0.23110370998129479,0.12227661140121432,46,0.1914008628143205
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_business_ethics_acc,-0.09145609273224471,0.5455220312394589,46,0.6411199434663094
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_clinical_knowledge_acc,-0.23531951819826605,0.11542055732602098,46,0.18066900943323624
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_college_medicine_acc,-0.1463384609076924,0.3318279104125189,46,0.43705622074153394
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_global_facts_acc,-0.11343014907234013,0.45290788071891436,46,0.5747841333429278
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_human_aging_acc,-0.24171215356730563,0.10558640963435856,46,0.16670338108577992
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_management_acc,-0.22653505499308482,0.13004865053943962,46,0.2014100922549372
interpretability_attention_rank.mean_normalised_effective_rank,benchmark_mmlu_marketing_acc,-0.1227285479890754,0.41647251289098003,46,0.5074023448721773
